,person 1,person 2,team,# connections
1960,#11 Charles Guay,#71 Ben Simmonds,CAN Mixed,2
1236,#43 Benjamin Swanson,#46 Josh Holloway,NZL Open,2
1958,#19 Felix Leonard,#28 Tyler Gunasekera,CAN Mixed,2
1957,#21 dax Miller,#91 Cameron Kennedy,CAN Mixed,2
1240,#23 Sean Lemon,#46 Josh Holloway,NZL Open,2
1956,#19 Felix Leonard,#20 Julien Bernat,CAN Mixed,2
1242,#14 Harrison Leach,#17 Adam Chung,NZL Open,2
1950,#33 Alex Vero,#88 Cameron Weir,GBR Mixed,2
1252,#11 Louie Love-Parata,#52 Owen Sun,NZL Open,2
1946,#17 Teemu Ropo,#54 Teemu Virtanen,FIN Mixed,2
1940,#15 Joshua East,#84 Ned Morris,GBR Mixed,2
1967,#37 Calvin Coulbury,#5 Alicia Zhang,CAN Mixed,2
891,#35 Eliott Heloir,#4 Quinn Wilson,CAN Open,2
2378,#1 Ralph Daucourt,#2 Aurèle Lesslauer,SUI Mixed,2
647,#57 Julián Betancur,#8 Gustavo Mendez,COL Open,2
159,#19 Milena Kintrup,#3 Rebecca Reimann,GER Women's,2
541,#18 Nikola Hübl,#47 Flora Scala,AUT Women's,2
427,#10 Francesca Ugolini,#3 Elisa Cappucci,ITA Women's,2
431,#56 Virginia Farina,#7 Giulia Cristofolini,ITA Women's,2
161,#0 Pénélope Robert,#23 Arabella Brudney,CAN Women's,2
2395,#23 Saku Vintola,#30 Tinka Gylling,FIN Mixed,2
2498,#0 Sing Hoi Liu,#9 Tai Tsui Yeung,HKG Mixed,2
438,#73 Angelica Sarti,#9 Francesca Chiodini,ITA Women's,2
650,#6 Jacobo García,#8 Gustavo Mendez,COL Open,2
2584,#26 Lina Montoya,#88 Ana Umaña,COL Mixed,2
648,#5 Alejandro Marin,#8 Gustavo Mendez,COL Open,2
2422,#8 Iliona Teo Rui Qi,#9 Jonathan Ng Yong Ming,SGP Mixed,2
646,#18 Adam Miller,#5 Itay Chang,USA Open,2
2516,#12 Richard Ly,#61 Isabelle Chittenden,AUS Mixed,2
643,#18 Adam Miller,#33 Nathan Buchholz,USA Open,2
2377,#2 Jack Keddy,#62 Conor Doherty,NZL Mixed,2
303,#3 KASUMI NASU,#88 MAYUKA TAKADA,JPN Women's,2
545,#19 Corinna Breitweiser,#24 Lina Ortner,AUT Women's,2
2307,#43 Tomás Jaramillo,#57 Julián Betancur,COL Open,2
637,#32 Albert Yuan,#6 Lucas Coniaris,USA Open,2
167,#19 Milena Kintrup,#20 Ann-Kathrin Blum,GER Women's,2
634,#21 Kody Elliott-Edwards,#49 Andrzej Zaród,GBR Open,2
633,#24 Jacques Nissen,#7 Felix Moren,USA Open,2
2311,#27 ZHIJIE WANG,#3 MAOSEN SHANG,CHN Open,2
631,#10 Benjamin Dameron,#11 Calvin Stoughton,USA Open,2
479,#11 Erica Marchesini,#56 Virginia Farina,ITA Women's,2
425,#10 Francesca Ugolini,#11 Erica Marchesini,ITA Women's,2
306,#57 OHKI KAHO,#91 MITSUKI TSUNEZUMI,JPN Women's,2
423,#10 Francesca Ugolini,#99 Maria Aidonis,ITA Women's,2
660,#26 David Barzasi,#96 Liam Crisafulli,ITA Open,2
142,#15 Julia Bisson,#39 Emma Urness,CAN Women's,2
538,#4 Celeste Ang Jia Hui,#60 Vivien Xia Xin Tong,SGP Women's,2
686,#43 Florian Bayr,#89 Elias Haider,AUT Open,2
315,#16 KARIN SOMEYA,#3 KASUMI NASU,JPN Women's,2
685,#23 Edoardo Fabbri,#96 Liam Crisafulli,ITA Open,2
413,#21 María Vásquez,#27 Valeria Moreno Martínez,COL Women's,2
2281,#53 Filip Molnár,#8 Lucas Bouchon,NED Open,2
2283,#18 Wiebe van den Brink,#45 Finn Liersch,NED Open,2
314,#27 Mira Petz,#7 Franziska Derka,AUT Women's,2
313,#10 YUYU NAKAE,#79 MEI MAMIYA,JPN Women's,2
678,#12 Stefano Pavan,#9 Nicolò Bellofiore,ITA Open,2
417,#27 Matilde Mascellani,#99 Maria Aidonis,ITA Women's,2
145,#23 Arabella Brudney,#26 Stephanie Siu,CAN Women's,2
484,#10 Marina Symington,#17 Connie Lynch,GBR Women's,2
74,#24 Kira Flores,#44 Stacy Gaskill,USA Women's,2
150,#39 Emma Urness,#4 Tyama Lyall,CAN Women's,2
2288,#73 Jakob Lienhart,#77 Sebastian Höfinger,AUT Open,2
59,#23 Margo Donahue,#3 Laura To,USA Women's,2
311,#33 RIYU SHIMIZU,#5 AYA HINAGO,JPN Women's,2
266,#4 Emma Whitlock,#70 Rose Ursem,NZL Women's,2
665,#10 Roy Kang,#13 Matthew Goh Sze Han,SGP Open,2
2394,#59 ZIH-SYUAN HUANG,#78 BO-YI YAN,TPE Mixed,2
2495,#30 Tinka Gylling,#36 Maria Noponen,FIN Mixed,2
663,#0 Zeno Alberto Comirato,#7 Martin Giuliani,ITA Open,2
226,#22 Elise Matthews,#99 Zaria Ireland,NZL Women's,2
478,#27 Matilde Mascellani,#97 Maria Ferrero,ITA Women's,2
216,#26 Lara Collier,#42 Mary Kate Geehan,IRL Women's,2
689,#46 Raphael Panic,#67 Noah Haider,AUT Open,2
460,#11 Erica Marchesini,#7 Giulia Cristofolini,ITA Women's,2
271,#24 YING CHEN,#40 HAITANG ZHANG,CHN Women's,2
189,#24 Hannah Sheers,#86 Saelea Muduioa,AUS Women's,2
280,#7 RINA TSUTSUMI,#79 MEI MAMIYA,JPN Women's,2
456,#3 Elisa Cappucci,#97 Maria Ferrero,ITA Women's,2
2330,#45 Theo McIntosh,#47 Tomas Worden,NZL Open,2
588,#3 Francisco Fernandez,#44 Scott Heyman,USA Open,2
457,#25 Agnese Cosentino,#5 Camille Bernier,ITA Women's,2
567,#13 Jing Ting Tonya Heng,#18 Yiyin Cao,SGP Women's,2
2332,#46 Josh Holloway,#49 Jack Lewis,NZL Open,2
467,#27 Matilde Mascellani,#3 Elisa Cappucci,ITA Women's,2
2511,#16 Eric Deng,#6 Gabriel Eady,AUS Mixed,2
466,#18 Nikola Hübl,#99 Nina Pansy,AUT Women's,2
461,#18 Nikola Hübl,#38 Romina Seiler,AUT Women's,2
624,#22 Johnny Sickles,#51 Kevin Pignone,USA Open,2
569,#60 Vivien Xia Xin Tong,#77 Vivian Ho Tsai Wei,SGP Women's,2
195,#22 Anna Ly,#86 Saelea Muduioa,AUS Women's,2
2333,#46 Raphael Panic,#7 Erik Allmer,AUT Open,2
572,#13 Jing Ting Tonya Heng,#9 Ermilia Pok,SGP Women's,2
197,#24 Christina McKeon,#26 Lara Collier,IRL Women's,2
2406,#73 Clara Stewart,#77 Katrina McGuire,USA Mixed,2
463,#12 Emma Collina,#9 Francesca Chiodini,ITA Women's,2
201,#10 Caoimhe Cunningham,#24 Christina McKeon,IRL Women's,2
203,#22 Lara Young,#77 Hannah Wilson,IRL Women's,2
204,#72 Emma Pichot,#88 Megan O'Regan-Artaud,IRL Women's,2
2338,#43 Florian Bayr,#77 Sebastian Höfinger,AUT Open,2
576,#10 Benjamin Dameron,#24 Jacques Nissen,USA Open,2
2402,#12 Declan Miller,#38 Abigail Shilts,USA Mixed,2
565,#27 Deepa Ivyette David,#71 Lei Althea Santos,PHI Women's,2
207,#4 Clare Gilheany,#72 Emma Pichot,IRL Women's,2
187,#3 Rebecca Reimann,#36 Pia Bankwitz,GER Women's,2
2577,#17 YANG DENG,#77 HAO YAN,CHN Mixed,2
619,#16 Jasper Linde,#31 Mirco Peperhove,GER Open,2
296,#0 NAAYA SUZUKI,#91 MITSUKI TSUNEZUMI,JPN Women's,2
475,#12 Emma Collina,#99 Maria Aidonis,ITA Women's,2
2318,#18 Luis Melo,#48 Federico Duque,COL Open,2
616,#15 Rutledge Smith,#24 Jacques Nissen,USA Open,2
350,#5 AYA HINAGO,#89 HIKARI HASHIZUME,JPN Women's,2
2416,#5 AYUMU TAKAI,#7 NAOYA TAKAHASHI,JPN Mixed,2
291,#13 Sophia Leonor Genio,#71 Lei Althea Santos,PHI Women's,2
2320,#18 Luis Melo,#26 Federico Bautista,COL Open,2
2572,#55 WENQING WANG,#67 ZIYUE QIAN,CHN Mixed,2
209,#24 YING CHEN,#4 YILAN MAO,CHN Women's,2
612,#15 Rutledge Smith,#8 Daniel Landesman,USA Open,2
2321,#14 Jack Mitchell,#53 Leo Cunningham,IRL Open,2
2414,#15 Joshua East,#63 Ryan Kapma,GBR Mixed,2
182,#25 Zoe O'Connor,#86 Saelea Muduioa,AUS Women's,2
610,#7 Felix Moren,#81 Calvin Brown,USA Open,2
289,#3 KASUMI NASU,#7 RINA TSUTSUMI,JPN Women's,2
608,#11 Calvin Stoughton,#27 Kenrick Koo,USA Open,2
607,#16 Jasper Linde,#9 Bela Luksch,GER Open,2
270,#70 Rose Ursem,#99 Zaria Ireland,NZL Women's,2
606,#25 Orion Cable,#47 Leo Gordon,USA Open,2
605,#32 Albert Yuan,#46 Tristan Yarter,USA Open,2
561,#47 Flora Scala,#70 Stefanie Krivda,AUT Women's,2
2508,#5 Alice Gwynne-Evans,#7 Samuel Neil Bovim,RSA Mixed,2
2280,#10 Roy Kang,#25 Mohamed Haziq Bin Mohamed Saleem,SGP Open,2
684,#0 Jeremia Prochaska,#15 Fritz Holzner,AUT Open,2
409,#3 Laura Arango,#4 Jenny Medina,COL Women's,2
109,#8 Oliana Chan,#93 Mika Kurahashi,CAN Women's,2
377,#14 Gabriela Gómez,#29 Ivana García,COL Women's,2
378,#13 Valentina Heberle,#7 Andrea Bustamante,COL Women's,2
98,#0 Pénélope Robert,#14 Sarah Jacobsohn,CAN Women's,2
517,#35 Esther Awcock,#37 Matilda Mason,GBR Women's,2
50,#25 Zoe O'Connor,#4 Lucy Deller,AUS Women's,2
2383,#45 Moritz Hinkel,#9 Hanna Lenggenhager,SUI Mixed,2
2253,#20 JITING LI,#27 ZHIJIE WANG,CHN Open,2
99,#12 Andrea Moir,#28 Rachel Cooc,CAN Women's,2
335,#12 IKUMI KISHIDA,#5 AYA HINAGO,JPN Women's,2
520,#18 Miyen Ho,#76 Róisín Lynch,GBR Women's,2
105,#10 Miu Shiraiwa,#12 Andrea Moir,CAN Women's,2
380,#13 Valentina Heberle,#27 Valeria Moreno Martínez,COL Women's,2
110,#0 Pénélope Robert,#15 Julia Bisson,CAN Women's,2
742,#0 Zeno Alberto Comirato,#9 Nicolò Bellofiore,ITA Open,2
333,#11 Erica Marchesini,#27 Matilde Mascellani,ITA Women's,2
112,#40 HAITANG ZHANG,#99 LU ZHANG,CHN Women's,2
256,#28 Ashley Teo,#6 Pania Preston,AUS Women's,2
51,#43 Nicola Carra,#77 Thea Osmond,AUS Women's,2
724,#64 Michele Grazzini,#8 Sebastian Rossi,ITA Open,2
385,#23 Anna Jörgler,#74 Maja Ortner,AUT Women's,2
767,#43 Florian Bayr,#73 Jakob Lienhart,AUT Open,2
722,#23 Edoardo Fabbri,#8 Sebastian Rossi,ITA Open,2
2258,#10 Roy Kang,#96 Danie Xu,SGP Open,2
2259,#21 Wong Kong Yew,#25 Mohamed Haziq Bin Mohamed Saleem,SGP Open,2
2481,#48 Anton Schumann,#68 Colin Rauch,GER Mixed,2
386,#14 Gabriela Gómez,#44 Salome Atehortua,COL Women's,2
741,#19 Fernando Vozzi,#64 Michele Grazzini,ITA Open,2
743,#0 Rivaldo Briceño,#6 Jacobo García,COL Open,2
2537,#59 Jonas Czwienzek,#71 Paul Ellsiepen,GER Mixed,2
63,#77 Hannah Wilson,#88 Megan O'Regan-Artaud,IRL Women's,2
511,#22 Katie Melville,#4 Emily Parkinson,GBR Women's,2
764,#0 Jeremia Prochaska,#78 Christoph Angetter,AUT Open,2
251,#24 Hannah Sheers,#25 Zoe O'Connor,AUS Women's,2
762,#69 Job Buitrago,#86 David Ceballos,COL Open,2
2379,#21 Sonja Colmsjö,#71 Adam Blomgren,SWE Mixed,2
2465,#59 Timon Eggenberg,#8 Leon Vitaliano,SUI Mixed,2
346,#13 Valentina Heberle,#4 Jenny Medina,COL Women's,2
513,#4 Abigail Gerlyn Abing,#71 Lei Althea Santos,PHI Women's,2
758,#16 Justin Low Yue Jun,#21 Wong Kong Yew,SGP Open,2
86,#0 Pénélope Robert,#28 Rachel Cooc,CAN Women's,2
757,#14 Juan David Guzmán Quintero,#6 Jacobo García,COL Open,2
65,#29 Rachel Chang,#72 Ezra Weybright,USA Women's,2
361,#15 Christine Seow Sok Xuan,#61 Siti Aisyah Binte Andry Erfanto,SGP Women's,2
245,#43 Nicola Carra,#6 Pania Preston,AUS Women's,2
505,#41 Evie Harms,#71 Eleanor Zsazsa Kemp,GBR Women's,2
755,#11 Ji Ern Chee,#21 Wong Kong Yew,SGP Open,2
342,#2 ASUKA KATAGIRI,#91 MITSUKI TSUNEZUMI,JPN Women's,2
753,#14 Juan David Guzmán Quintero,#57 Julián Betancur,COL Open,2
62,#23 Margo Donahue,#44 Stacy Gaskill,USA Women's,2
247,#4 Lucy Deller,#8 Elysia Chua,AUS Women's,2
751,#19 Guillermo Luna,#57 Julián Betancur,COL Open,2
515,#36 Emily Stewart,#77 Rebecca Hardman Carter,GBR Women's,2
747,#41 Dante Carvajalino,#8 Gustavo Mendez,COL Open,2
94,#10 Miu Shiraiwa,#23 Arabella Brudney,CAN Women's,2
374,#44 Salome Atehortua,#92 Michelle Moreno,COL Women's,2
2532,#8 Otto Edgren,#99 Jakob Rehnström,SWE Mixed,2
119,#13 Sophie Mance,#8 Jana-Marie Low,NZL Women's,2
114,#15 Stephanie Fransen,#99 Zaria Ireland,NZL Women's,2
394,#13 Rosa Wutti,#74 Maja Ortner,AUT Women's,2
2486,#31 Kivi Knuuti,#6 Ella Toivola,FIN Mixed,2
528,#22 Katie Melville,#34 Katie Trim,GBR Women's,2
710,#28 Vincent Wagner,#6 Jonathan Meyer-Bothling,GER Open,2
128,#10 Miu Shiraiwa,#11 Helena Tremblay,CAN Women's,2
709,#23 Edoardo Fabbri,#64 Michele Grazzini,ITA Open,2
2267,#13 Matthew Goh Sze Han,#19 Boon Heng Tan,SGP Open,2
2365,#2 TETTA HAMADA,#34 TOSHIKI ISHI,JPN Mixed,2
261,#7 Ericia Chang,#99 Zaria Ireland,NZL Women's,2
323,#17 KANAMI UCHIDA,#2 ASUKA KATAGIRI,JPN Women's,2
490,#10 Marina Symington,#37 Matilda Mason,GBR Women's,2
77,#33 Erica Birdsong,#7 Abigail Hecko,USA Women's,2
2442,#19 Felix Leonard,#91 Cameron Kennedy,CAN Mixed,2
532,#17 Connie Lynch,#41 Evie Harms,GBR Women's,2
234,#12 Julia Cabai,#43 Nicola Carra,AUS Women's,2
133,#14 Angela Pidgeon,#25 Zoe O'Connor,AUS Women's,2
76,#11 Dawn Culton,#12 Stephanie Phillips,USA Women's,2
136,#10 Shelby Thompson,#14 Angela Pidgeon,AUS Women's,2
699,#15 Matteo Paradisi,#17 Lorenzo Simonazzi,ITA Open,2
404,#21 María Vásquez,#72 Camila Muñoz,COL Women's,2
233,#13 Shirin Shaban,#24 Hannah Sheers,AUS Women's,2
232,#20 May Lee Rickards-Tang,#86 Saelea Muduioa,AUS Women's,2
697,#73 Jakob Lienhart,#91 Jakob Mitsche,AUT Open,2
2275,#19 Boon Heng Tan,#21 Wong Kong Yew,SGP Open,2
138,#14 Angela Pidgeon,#86 Saelea Muduioa,AUS Women's,2
316,#24 MIRI MATSUZAKI,#33 RIYU SHIMIZU,JPN Women's,2
2595,#2 James Wu,#6 Gabriel Eady,AUS Mixed,2
2265,#44 Robbie O'Grady,#8 Ross O'Donovan,IRL Open,2
573,#7 Felix Moren,#8 Daniel Landesman,USA Open,2
2366,#1 Pieter Conradie,#5 Alice Gwynne-Evans,RSA Mixed,2
235,#22 Lara Young,#88 Megan O'Regan-Artaud,IRL Women's,2
120,#13 Joy Zhou,#14 Sarah Jacobsohn,CAN Women's,2
330,#26 Emily Hill,#41 Evie Harms,GBR Women's,2
122,#14 Sarah Jacobsohn,#93 Mika Kurahashi,CAN Women's,2
2262,#12 YUCHEN HUA,#27 ZHIJIE WANG,CHN Open,2
237,#5 Matilda Needle,#6 Pania Preston,AUS Women's,2
2386,#16 Luis Bysäth,#17 Alexandra Tutuian,SUI Mixed,2
391,#91 Franziska Lesigang,#99 Nina Pansy,AUT Women's,2
2523,#24 Daniel Ramirez Toledo,#77 María Prieto,COL Mixed,2
2387,#12 Arvid Arensmeier,#5 Alexander Hermansson,SWE Mixed,2
2368,#32 Hannah Gregory,#7 Eric Ly,AUS Mixed,2
259,#20 May Lee Rickards-Tang,#4 Lucy Deller,AUS Women's,2
126,#20 Roxanne Goderre,#67 Tiffany Zhang,CAN Women's,2
2528,#26 Lina Montoya,#49 Miguel Marulanda,COL Mixed,1
1834,#87 QIN YANG,#99 LU ZHANG,CHN Women's,1
1849,#42 Mary Kate Geehan,#88 Megan O'Regan-Artaud,IRL Women's,1
2524,#13 Maya Arora-Jonsson,#37 Herman Engström,SWE Mixed,1
1843,#12 Nicole Isabel Amurao,#13 Sophia Leonor Genio,PHI Women's,1
1853,#16 Philippa Podstatzky,#74 Maja Ortner,AUT Women's,1
2526,#23 Gustav Robertsson,#99 Jakob Rehnström,SWE Mixed,1
1845, ,#24 Christina McKeon,IRL Women's,1
2520,#5 Alex Sangah,#6 Gabriel Eady,AUS Mixed,1
2518,#14 LINGYAO JIAN,#17 YANG DENG,CHN Mixed,1
2517,#77 HAO YAN,#99 YI ZHANG,CHN Mixed,1
1854,#27 Mira Petz,#74 Maja Ortner,AUT Women's,1
2519,#28 Andrew Catchpole,#7 Eric Ly,AUS Mixed,1
1856,#22 Lara Young,#72 Emma Pichot,IRL Women's,1
2527,#31 Elsa Enell,#71 Adam Blomgren,SWE Mixed,1
1835,#71 Lei Althea Santos,Callahan-goal,PHI Women's,1
1841,#27 Deepa Ivyette David,#33 Margarita Lucia Racho,PHI Women's,1
2521,#23 SIJIA XIONG,#77 HAO YAN,CHN Mixed,1
1846,#12 Nicole Isabel Amurao,#25 Martina Kyla Medina,PHI Women's,1
1850,#26 Lara Collier,#72 Emma Pichot,IRL Women's,1
1844, ,#1 Isabella Marie Escano,PHI Women's,1
1851,#72 Emma Pichot,#77 Hannah Wilson,IRL Women's,1
1852,#34 Sarah Breen,#4 Clare Gilheany,IRL Women's,1
1839,#10 Caoimhe Cunningham,#55 Róisín McLelland,IRL Women's,1
2522,#16 Eric Deng,#8 Alexandra Freire,AUS Mixed,1
1833, ,#40 HAITANG ZHANG,CHN Women's,1
2525,#31 Elsa Enell,#36 Cornelia Oscarsson,SWE Mixed,1
1855,#16 Philippa Podstatzky,#18 Nikola Hübl,AUT Women's,1
1847,#34 Sarah Breen,#77 Hannah Wilson,IRL Women's,1
2238,#0 Koji Suzuki,#30 Richard McLeod,CAN Open,1
2515,#16 Eric Deng,#3 Curtis Ly,AUS Mixed,1
2487,#35 Katrin Hüllhorst,#71 Paul Ellsiepen,GER Mixed,1
1904,#12 Arvid Arensmeier,#44 Elin Perving,SWE Mixed,1
1903,#78 Carl Svärd,#8 Otto Edgren,SWE Mixed,1
1902,#13 Jaryl Tay Jing Rui,#24 Joyce Ong Pei Xuan,SGP Mixed,1
1901,#18 Axel Agami Contreras,#22 Olivia Goss,USA Mixed,1
2483,#22 Orestis Vaysi,#34 Gustav Arnold,GER Mixed,1
2484,#32 Felix Becht,#42 Tristan Bücker,GER Mixed,1
2485,#11 Johannes Hokkanen,#17 Teemu Ropo,FIN Mixed,1
1899,#20 Madalyn Simko,#73 Clara Stewart,USA Mixed,1
1898,#0 Marc Anthony Munoz,#38 Abigail Shilts,USA Mixed,1
1906,#67 Shi Hui Beh,#90 Matthew Tan,SGP Mixed,1
1897,#34 Henry Ing,#77 Katrina McGuire,USA Mixed,1
1896,#34 Henry Ing,#6 Cole Moore,USA Mixed,1
2488, ,#15 Anna-Laura Hasubek,GER Mixed,1
1894,#23 Paul Krenik,#77 Katrina McGuire,USA Mixed,1
1893,#21 Jeffery Koh Yong Ping,#9 Jonathan Ng Yong Ming,SGP Mixed,1
2489,#35 Katrin Hüllhorst,#48 Anton Schumann,GER Mixed,1
1892,#2 Nathan Ong Song En,#8 Iliona Teo Rui Qi,SGP Mixed,1
2490,#57 Ilona Villi,#83 Jori Kuvaja,FIN Mixed,1
2482,#18 Emmastiina Salmela,#30 Tinka Gylling,FIN Mixed,1
1907,#79 Denise Beh,#9 Jonathan Ng Yong Ming,SGP Mixed,1
2514,#58 Jake Upton,#7 Eric Ly,AUS Mixed,1
2475,#12 Ellen Sanders,#37 Lewis Goldby,NZL Mixed,1
1918,#16 Serena Sim Siew Ping,#21 Jeffery Koh Yong Ping,SGP Mixed,1
1917,#2 Nathan Ong Song En,#23 Claire Tham,SGP Mixed,1
1916,#24 Joyce Ong Pei Xuan,#97 Jia Yu Goh,SGP Mixed,1
2470,#10 Amelia Edwards,#63 Ryan Kapma,GBR Mixed,1
2471,#12 Sam Choo,#54 Ben Tempest,GBR Mixed,1
2472,#1 Ralph Daucourt,#18 Martin Fähndrich,SUI Mixed,1
2473,#37 Jet Hilborne,#44 Sasha Haines,GBR Mixed,1
2474,#24 Nikki Whyte,#53 Fabian Strauch,NZL Mixed,1
2476,#0 Kent Willcock,#12 Ellen Sanders,NZL Mixed,1
1908,#11 Joven Chong,#33 Reynard Cher Zhi Heng,SGP Mixed,1
2477,#0 Kent Willcock,#53 Fabian Strauch,NZL Mixed,1
2478,#44 YU-HSIANG HUNG,#59 ZIH-SYUAN HUANG,TPE Mixed,1
2479,#0 Kent Willcock,#74 Olivia Judd,NZL Mixed,1
1913,#6 Oscar Wåhlén,#8 Otto Edgren,SWE Mixed,1
1912,#2 Nathan Ong Song En,#97 Jia Yu Goh,SGP Mixed,1
2480,#0 Kent Willcock,#31 Lucas Willcock,NZL Mixed,1
1910,#13 Jaryl Tay Jing Rui,#21 Jeffery Koh Yong Ping,SGP Mixed,1
1909,#33 Reynard Cher Zhi Heng,#66 Jia Yi Tham,SGP Mixed,1
2491,#34 Gustav Arnold,#8 Moritz Wehrheim,GER Mixed,1
1890,#3 Leo Sovell-Fernandez,#8 Kailyn Lowder,USA Mixed,1
2492,#24 Okko Winqwist,#57 Ilona Villi,FIN Mixed,1
2507,#21 Ka Yuen Cheung,#8 Ka Lok Ethan Lau,HKG Mixed,1
2504,#21 Ka Yuen Cheung,#6 Wai Sze Ho,HKG Mixed,1
1869,#21 Maya Elisha Azrin Shah,#27 Jeraldine Leong Jia Yi,SGP Women's,1
1868,#60 Vivien Xia Xin Tong,#73 Mohan Ding,SGP Women's,1
1867,#30 YURONG HUANG,#99 LU ZHANG,CHN Women's,1
1865,#4 Celeste Ang Jia Hui,#7 Zhi Qi Fong,SGP Women's,1
2505,#10 Ethan Joseph Medina Li,#51 Meagan Chau,HKG Mixed,1
1864,#24 YING CHEN,#44 RUYI SONG,CHN Women's,1
2506,#1 Kwan-ho Cecil Cheung,#18 Tsz Yan Yip,HKG Mixed,1
1862,#49 Zeena Wang,#72 Emma Pichot,IRL Women's,1
1888,#12 Declan Miller,#20 Madalyn Simko,USA Mixed,1
1861,#4 Celeste Ang Jia Hui,#77 Vivian Ho Tsai Wei,SGP Women's,1
2509,#8 Ka Lok Ethan Lau,#9 Tai Tsui Yeung,HKG Mixed,1
1860,#10 Caoimhe Cunningham,#88 Megan O'Regan-Artaud,IRL Women's,1
1859,#27 Jeraldine Leong Jia Yi,#4 Celeste Ang Jia Hui,SGP Women's,1
1857,#15 Christine Seow Sok Xuan,#7 Zhi Qi Fong,SGP Women's,1
2510,#17 YANG DENG,#33 SHANSHAN JIANG,CHN Mixed,1
2512,#55 Meg Graham,#6 Gabriel Eady,AUS Mixed,1
2513,#14 LINGYAO JIAN,#23 SIJIA XIONG,CHN Mixed,1
2503,#22 Tom James Smyth,#71 Jason Darren Garde,RSA Mixed,1
1870,#22 Wan Ni Wee,#33 Thea Ee Zia,SGP Women's,1
2502,#19 Sze Ngai Jake Yuen,#3 Wing Tung Leung,HKG Mixed,1
2501,#0 Sing Hoi Liu,#8 Ka Lok Ethan Lau,HKG Mixed,1
1887,#34 Henry Ing,#8 Kailyn Lowder,USA Mixed,1
1886,#0 Marc Anthony Munoz,#4 Sarah Vondoepp,USA Mixed,1
2493,#4 Juri Winter,#59 Jonas Czwienzek,GER Mixed,1
2494,#32 Felix Becht,#33 Finn Mädge,GER Mixed,1
1883,#17 Hayden Austin-Knab,#47 Victoria Gray,USA Mixed,1
2496,#21 Carl Christensen,#48 Anton Schumann,GER Mixed,1
1880,#24 Jacob Cowan,#47 Victoria Gray,USA Mixed,1
1879,#3 Leo Sovell-Fernandez,#6 Cole Moore,USA Mixed,1
2497,#8 Ka Lok Ethan Lau,#82 Jago Mario Long Hymn Chan,HKG Mixed,1
1877,#31 Laura Jungwirth,#99 Nina Pansy,AUT Women's,1
2499,#1 Pieter Conradie,#71 Jason Darren Garde,RSA Mixed,1
1875,#47 Flora Scala,#91 Franziska Lesigang,AUT Women's,1
2500,#40 Ka Chun Fong,#9 Tai Tsui Yeung,HKG Mixed,1
1874,#28 Stella Ramona Kantner,#70 Stefanie Krivda,AUT Women's,1
1873,#71 Lena Zajicek,#91 Franziska Lesigang,AUT Women's,1
1872,#7 Franziska Derka,#99 Nina Pansy,AUT Women's,1
1871,#25 Chong Yi Ting,#7 Zhi Qi Fong,SGP Women's,1
1876,#13 Rosa Wutti,#28 Stella Ramona Kantner,AUT Women's,1
2554,#19 Vendela Viktorsson,#71 Adam Blomgren,SWE Mixed,1
1831,#23 YIYANG SUN,#30 YURONG HUANG,CHN Women's,1
1755,#10 Shelby Thompson,#4 Lucy Deller,AUS Women's,1
1753,#3 Elisa Cappucci,#9 Francesca Chiodini,ITA Women's,1
2594,#71 Adam Blomgren,#8 Otto Edgren,SWE Mixed,1
1752,#22 Katie Melville,#41 Evie Harms,GBR Women's,1
1750,#17 Connie Lynch,#22 Katie Melville,GBR Women's,1
2596,#19 Sze Ngai Jake Yuen,#21 Ka Yuen Cheung,HKG Mixed,1
1749,#27 Ellen Burton,#34 Katie Trim,GBR Women's,1
1748,#15 Alex Niouma,#36 Emily Stewart,GBR Women's,1
1747,#10 Marina Symington,#4 Emily Parkinson,GBR Women's,1
2597,#2 Tsz Ching Chen,#9 Tai Tsui Yeung,HKG Mixed,1
1746,#13 Melissa Barnett,#41 Evie Harms,GBR Women's,1
1745,#36 Emily Stewart,#76 Róisín Lynch,GBR Women's,1
1744,#17 Connie Lynch,#4 Emily Parkinson,GBR Women's,1
2598,#12 Richard Ly,#22 Jessica Lowry,AUS Mixed,1
1743,#2 Teresa Brugnoli,#6 Sara Bonacini,ITA Women's,1
1742,#11 Erica Marchesini,#50 Chiara Gardenghi,ITA Women's,1
2599,#10 Hannah Bradley,#32 Hannah Gregory,AUS Mixed,1
1741,#57 OHKI KAHO,#8 NANAKO KOIZUMI,JPN Women's,1
1740,#23 AYURI KAWAYANAGI,#89 HIKARI HASHIZUME,JPN Women's,1
2600,#0 Sing Hoi Liu,#42 Yin Lam Lai,HKG Mixed,1
1739,#2 ASUKA KATAGIRI,#5 AYA HINAGO,JPN Women's,1
1738,#24 MIRI MATSUZAKI,#88 MAYUKA TAKADA,JPN Women's,1
1754,#18 Hannah Nandan,#8 Elysia Chua,AUS Women's,1
1756,#14 Angela Pidgeon,#5 Matilda Needle,AUS Women's,1
2581,#12 Cristian Suanca,#26 Lina Montoya,COL Mixed,1
2593,#13 Maya Arora-Jonsson,#31 Elsa Enell,SWE Mixed,1
2583,#21 ZHENG LI,#36 XIN JI,CHN Mixed,1
1769,#28 Rachel Cooc,#7 Anna Goddu,CAN Women's,1
1768,#23 Arabella Brudney,#67 Tiffany Zhang,CAN Women's,1
