,person 1,person 2,team,# connections
1698,#11 Dawn Culton,#2 Emily Kemp,USA Women's,1
1697,#1 Chloe Hakimi,#15 Layne Dodge,USA Women's,1
1695,#24 CHENG-WEI YOU,#35 YOU-SIANG LIN,TPE Mixed,1
1693,#22 Lola Bardel,#7 Noah Burkart,SUI Mixed,1
1692,#13 Smilla Diener,#72 Julien Libiszewski,SUI Mixed,1
1688,#7 YU-HAN WONG,#8 PO-SHENG CHEN,TPE Mixed,1
1687,#11 Matthew Shu,#99 JIA-FONG LIN,TPE Mixed,1
1686,#15 YU-WEN LAI,#70 YONG-JING CHEN,TPE Mixed,1
4,#15 Layne Dodge,#82 Claire Schmitt,USA Women's,1
1682,#1 Ralph Daucourt,#8 Leon Vitaliano,SUI Mixed,1
1681,#21 Sonja Colmsjö,#70 Ludwig Jorman Bergholm,SWE Mixed,1
1678,#18 Alva Angergård,#19 Vendela Viktorsson,SWE Mixed,1
1675,#1 Ralph Daucourt,#20 Simea Münger,SUI Mixed,1
1674,#19 Vendela Viktorsson,#21 Sonja Colmsjö,SWE Mixed,1
1670,#17 Filippa Rehnström,#99 Jakob Rehnström,SWE Mixed,1
1667,#20 Simea Münger,#46 Lisa Ringgenberg,SUI Mixed,1
1664,#21 Sonja Colmsjö,#99 Jakob Rehnström,SWE Mixed,1
1663,#69 YUEH-CHIEN LI,#99 JIA-FONG LIN,TPE Mixed,1
1660,#17 Filippa Rehnström,#5 Alexander Hermansson,SWE Mixed,1
1658,#69 YUEH-CHIEN LI,#71 CHUN-YI WU,TPE Mixed,1
1655,#36 Cornelia Oscarsson,#5 Alexander Hermansson,SWE Mixed,1
5,#2 Emily Kemp,#22 Kennedy McCarthy,USA Women's,1
1650,#7 YU-HAN WONG,#98 XIANG-TING HUANG,TPE Mixed,1
1598,#19 Felix Leonard,#35 Amelie Marshall,CAN Mixed,1
1597,#14 Avery Lee-Pii,#17 Meagan Gillis,CAN Mixed,1
1591,#17 Teemu Ropo,#26 Eemeli Kärkkäinen,FIN Mixed,1
1589,#16 Emma Margareta Du Pré le Roux,#26 Eliza Camille Stewart,RSA Mixed,1
1531,#16 Eric Deng,#2 James Wu,AUS Mixed,1
1530,#28 Andrew Catchpole,#5 Alex Sangah,AUS Mixed,1
1528,#2 James Wu,#7 Eric Ly,AUS Mixed,1
1521,#21 Jeffery Koh Yong Ping,#79 Denise Beh,SGP Mixed,1
1520,#67 Shi Hui Beh,#9 Jonathan Ng Yong Ming,SGP Mixed,1
1518,#65 Shaune Chow,#66 Jia Yi Tham,SGP Mixed,1
1517,#11 Joven Chong,#90 Matthew Tan,SGP Mixed,1
1516,#10 Gregory Phua Yung Keat,#9 Jonathan Ng Yong Ming,SGP Mixed,1
1515,#13 Jaryl Tay Jing Rui,#23 Claire Tham,SGP Mixed,1
1513,#10 Gregory Phua Yung Keat,#2 Nathan Ong Song En,SGP Mixed,1
14,#12 Stephanie Phillips,#33 Erica Birdsong,USA Women's,1
1511,#55 Shia Bing Shirly Ng,#9 Jonathan Ng Yong Ming,SGP Mixed,1
1508,#24 Joyce Ong Pei Xuan,#65 Shaune Chow,SGP Mixed,1
1507,#2 Nathan Ong Song En,#66 Jia Yi Tham,SGP Mixed,1
16,#29 Rachel Chang,#8 Caroline Tornquist,USA Women's,1
1503,#10 Gregory Phua Yung Keat,#67 Shi Hui Beh,SGP Mixed,1
1502,#10 Siyabonga Mhlongo,#2 Taryn Funnell,RSA Mixed,1
1501,#5 Alice Gwynne-Evans,#77 Ethan Blessing King,RSA Mixed,1
1497,#21 Jeffery Koh Yong Ping,#55 Shia Bing Shirly Ng,SGP Mixed,1
1491,#23 Claire Tham,#55 Shia Bing Shirly Ng,SGP Mixed,1
17,#18 Clil Phillips,#77 Emma Williamson,USA Women's,1
1489,#11 Joven Chong,#66 Jia Yi Tham,SGP Mixed,1
1484,#21 Jeffery Koh Yong Ping,#90 Matthew Tan,SGP Mixed,1
1483,#2 Nell Ridgeway,#37 Jet Hilborne,GBR Mixed,1
1482,#10 Amelia Edwards,#19 Sophie Wong,GBR Mixed,1
1532,#11 Joven Chong,#55 Shia Bing Shirly Ng,SGP Mixed,1
1533,#58 Jake Upton,#8 Alexandra Freire,AUS Mixed,1
1534,#33 Reynard Cher Zhi Heng,#79 Denise Beh,SGP Mixed,1
1572,#3 Hermias Cornelius Nieuwoudt,#5 Alice Gwynne-Evans,RSA Mixed,1
1588,#19 Aidan Klein,#23 James Joseph Granelli,RSA Mixed,1
1587,#23 Saku Vintola,#57 Ilona Villi,FIN Mixed,1
1586,#1 Pieter Conradie,#23 James Joseph Granelli,RSA Mixed,1
1584,#16 Emma Margareta Du Pré le Roux,#23 James Joseph Granelli,RSA Mixed,1
1583,#11 Johannes Hokkanen,#31 Kivi Knuuti,FIN Mixed,1
1582,#14 Lyndall Lucy Voss-Price,#5 Alice Gwynne-Evans,RSA Mixed,1
1577,#10 Siyabonga Mhlongo,#3 Hermias Cornelius Nieuwoudt,RSA Mixed,1
1576,#75 Harrison White,#82 Abdul Siddique,AUS Mixed,1
1575,#3 Curtis Ly,#82 Abdul Siddique,AUS Mixed,1
1574,#16 Eric Deng,#75 Harrison White,AUS Mixed,1
1573,#21 Eva Strachan,#22 Jessica Lowry,AUS Mixed,1
1568,#4 Shannon Carpenter,#72 Elizabeth Chen,AUS Mixed,1
1541,#21 Sanja Fonselius,#57 Ilona Villi,FIN Mixed,1
1566,#22 Jessica Lowry,#8 Alexandra Freire,AUS Mixed,1
1561,#30 Tinka Gylling,#31 Kivi Knuuti,FIN Mixed,1
1560,#18 Emmastiina Salmela,#6 Ella Toivola,FIN Mixed,1
1559,#25 Lassi Cederlöf,#6 Ella Toivola,FIN Mixed,1
1558,#13 Amber Richards,#72 Elizabeth Chen,AUS Mixed,1
1554,#13 Amber Richards,#4 Shannon Carpenter,AUS Mixed,1
1549,#32 Hannah Gregory,#82 Abdul Siddique,AUS Mixed,1
1547,#3 Curtis Ly,#72 Elizabeth Chen,AUS Mixed,1
1544,#13 Amber Richards,#32 Hannah Gregory,AUS Mixed,1
1543,#25 Lassi Cederlöf,#30 Tinka Gylling,FIN Mixed,1
1542,#14 Johanna Kopperoinen,#31 Kivi Knuuti,FIN Mixed,1
1271,#12 Twan Coumans,#18 Wiebe van den Brink,NED Open,1
1270,#14 Roan Gaasbeek,#6 Morris Witkam,NED Open,1
1269,#23 Sean Lemon,#45 Theo McIntosh,NZL Open,1
1038,#15 MASATOSHI TSUJINO,#84 KAZUMICHI NODA,JPN Open,1
1036,#37 KENTA KURACHI,#53 JOJI SHIMIZU,JPN Open,1
1035,#34 Tavish Dempster,#52 Owen Sun,NZL Open,1
1034,#38 Hugo Swinson,Callahan-goal,NZL Open,1
1031,#11 SOTA ONO,#99 SOTA FURUKAWA,JPN Open,1
1028,#23 Sean Lemon,Callahan-goal,NZL Open,1
1026,#45 Theo McIntosh,#7 Nik Hodgman,NZL Open,1
1024,#49 Jack Lewis,#88 Bryn Douglas,NZL Open,1
31,#18 Clil Phillips,#21 Theresa Yu,USA Women's,1
1020,#29 YUGO ITO,#4 RYUNOSUKE TAKEYAMA,JPN Open,1
1019,#1 Liel Yuijn Tanaka,#99 Tom Blasman,NED Open,1
1015,#0 KYOSUKE ISHIKAWA,#8 TAKUMI HAMAOKA,JPN Open,1
1014,#84 KAZUMICHI NODA,#99 SOTA FURUKAWA,JPN Open,1
1013,#37 KENTA KURACHI,#84 KAZUMICHI NODA,JPN Open,1
32,#1 Chloe Hakimi,#11 Dawn Culton,USA Women's,1
1011,#53 Filip Molnár,#9 Benjamin Oort,NED Open,1
1008,#14 NAOKI ISOBE,#28 ATSUSHI ISHIDOYA,JPN Open,1
1007,#18 KENTA KURAMOCHI,#3 MOTOYA KISHIBE,JPN Open,1
1006,#18 KENTA KURAMOCHI,#37 KENTA KURACHI,JPN Open,1
1005,#14 NAOKI ISOBE,#53 JOJI SHIMIZU,JPN Open,1
35,#15 Layne Dodge,#77 Emma Williamson,USA Women's,1
1003,#15 MASATOSHI TSUJINO,#28 ATSUSHI ISHIDOYA,JPN Open,1
1002,#1 KAKERU CHIBA,#4 RYUNOSUKE TAKEYAMA,JPN Open,1
1000,#1 KAKERU CHIBA,#14 NAOKI ISOBE,JPN Open,1
998,#23 TAIGO WATANABE,#37 KENTA KURACHI,JPN Open,1
996,#11 SHUQIAO GAO,#72 ZHENLONG NIU,CHN Open,1
1037,#34 Tavish Dempster,#45 Theo McIntosh,NZL Open,1
1041, ,#9 TATSUNOSUKE SAKUMA,JPN Open,1
1085,#38 Fraser Wigney,#88 Kelvin Du,AUS Open,1
1043,#1 KAKERU CHIBA,#26 SODAI OZAKI,JPN Open,1
1083,#0 KYOSUKE ISHIKAWA,#3 MOTOYA KISHIBE,JPN Open,1
1082,#4 RYUNOSUKE TAKEYAMA,#7 SHUMPEI MIZUTANI,JPN Open,1
1081,#20 Edmund Feng,#28 Jono Keyes,AUS Open,1
1080,#10 RYUICHI HYAKUMOTO,#4 RYUNOSUKE TAKEYAMA,JPN Open,1
1079,#15 MASATOSHI TSUJINO,#24 MICHITAKA KITAMURA,JPN Open,1
1076,#23 TAIGO WATANABE,#99 SOTA FURUKAWA,JPN Open,1
1075,#12 Noah Moss,#2 Ben Cuthbert O'Meara,AUS Open,1
1074,#3 Luke Prosser,#7 Callum Dungey,AUS Open,1
1073,#28 ATSUSHI ISHIDOYA,#3 MOTOYA KISHIBE,JPN Open,1
26,#10 Alyssa Ehrhardt,#4 Elsa Winslow,USA Women's,1
1070,#19 Alex Young,#61 Callum Faulkner,AUS Open,1
1067,#31 Lars Vanderbeck,#9 Sofiene Bontemps,BEL Open,1
1065,#33 Tobe Decraene,#42 Gaëtan Vanden Broeck,BEL Open,1
1064,#24 MICHITAKA KITAMURA,#5 KEITA SASAKI,JPN Open,1
1062,#23 TAIGO WATANABE,#84 KAZUMICHI NODA,JPN Open,1
1060,#9 TATSUNOSUKE SAKUMA,#99 SOTA FURUKAWA,JPN Open,1
1059,#15 MASATOSHI TSUJINO,#23 TAIGO WATANABE,JPN Open,1
1058,#10 RYUICHI HYAKUMOTO,#37 KENTA KURACHI,JPN Open,1
1057,#37 KENTA KURACHI,#4 RYUNOSUKE TAKEYAMA,JPN Open,1
1056,#23 Ben Runswick,#8 Ross O'Donovan,IRL Open,1
1055,#15 MASATOSHI TSUJINO,#66 TASUKU OKADA,JPN Open,1
1053,#18 Brendan Dunne,#92 Ronan Callahan,IRL Open,1
1050,#14 NAOKI ISOBE,#37 KENTA KURACHI,JPN Open,1
1047,#4 Patrick Ó Súilleabháin,#53 Leo Cunningham,IRL Open,1
1044,#22 Louis Stewart,#23 Ben Runswick,IRL Open,1
995,#24 MICHITAKA KITAMURA,#53 JOJI SHIMIZU,JPN Open,1
993,#37 KENTA KURACHI,#7 SHUMPEI MIZUTANI,JPN Open,1
991,#23 TAIGO WATANABE,#3 MOTOYA KISHIBE,JPN Open,1
990,#22 Ywan Cohonner,#4 Quinn Wilson,CAN Open,1
942,#3 Zachary Tottle,#87 Yu Chi Lin,CAN Open,1
941,#14 Ian Wallace,#5 Julien Sénéchal,CAN Open,1
939,#24 William St-Pierre,#87 Yu Chi Lin,CAN Open,1
934,#0 Koji Suzuki,#29 Jacob Duquette,CAN Open,1
933,#5 Julien Sénéchal,#86 Jakob Brissette,CAN Open,1
932,#19 Wilkie Lewis,#5 Julien Sénéchal,CAN Open,1
931,#48 Hamish Forde,Callahan-goal,NZL Open,1
929,#29 Jacob Duquette,#7 Justin Podnar,CAN Open,1
927,#46 Josh Holloway,#48 Hamish Forde,NZL Open,1
924,#12 Brandon Adibe,#21 Landon Lavoie,CAN Open,1
922,#45 Theo McIntosh,#52 Owen Sun,NZL Open,1
44,#10 Alyssa Ehrhardt,#2 Emily Kemp,USA Women's,1
919,#35 Eliott Heloir,#7 Justin Podnar,CAN Open,1
45,#12 Stephanie Phillips,#5 Marguerite Downey,USA Women's,1
917,#48 Hamish Forde,#88 Bryn Douglas,NZL Open,1
915,#3 Zachary Tottle,#63 Eli Park,CAN Open,1
914,#13 Kevin Tong,#8 Oscar Stonehouse,CAN Open,1
913,#67 Nick McFaddin,#86 Jakob Brissette,CAN Open,1
911,#18 Wiebe van den Brink,#53 Filip Molnár,NED Open,1
905,#21 Landon Lavoie,#23 Raphael Lalonde-Landry,CAN Open,1
47,#13 Hannah Huddleston,#3 Laura To,USA Women's,1
902, ,#19 Wilkie Lewis,CAN Open,1
901,#5 Anne Minnaard,#53 Filip Molnár,NED Open,1
896,#12 Brandon Adibe,#35 Eliott Heloir,CAN Open,1
895,#19 Wilkie Lewis,#4 Quinn Wilson,CAN Open,1
943,#21 Landon Lavoie,#4 Quinn Wilson,CAN Open,1
944,#0 Koji Suzuki,#24 William St-Pierre,CAN Open,1
946,#14 Ian Wallace,#67 Nick McFaddin,CAN Open,1
969,#4 Damon Prendergast,#61 Callum Faulkner,AUS Open,1
989, ,#53 JOJI SHIMIZU,JPN Open,1
983,#5 Julien Sénéchal,#8 Oscar Stonehouse,CAN Open,1
980,#2 KEI SAKO,#26 SODAI OZAKI,JPN Open,1
979,#24 William St-Pierre,#88 Devon Bringeland-Powell,CAN Open,1
977,#30 Richard McLeod,#4 Quinn Wilson,CAN Open,1
976,#13 Kevin Tong,#41 Alexandre Bedard,CAN Open,1
975,#22 Lucien Nöel,#23 Luke Bleeser,AUS Open,1
974,#19 Alex Young,#20 Edmund Feng,AUS Open,1
973,#41 Alexandre Bedard,#86 Jakob Brissette,CAN Open,1
972,#28 Jono Keyes,#56 Matthew Calder,AUS Open,1
971,#38 Fraser Wigney,#4 Damon Prendergast,AUS Open,1
968,#22 Ywan Cohonner,#30 Richard McLeod,CAN Open,1
947,#13 Kevin Tong,#7 Justin Podnar,CAN Open,1
967,#14 Ian Wallace,#24 William St-Pierre,CAN Open,1
965,#16 Oliver Loughnan,#20 Edmund Feng,AUS Open,1
964,#24 William St-Pierre,#99 Abeer Lamba,CAN Open,1
963,#30 Richard McLeod,#33 Martin Gallant,CAN Open,1
961,#42 Gaëtan Vanden Broeck,#51 Ernest Van Mullem,BEL Open,1
960,#33 Martin Gallant,#88 Devon Bringeland-Powell,CAN Open,1
956,#21 Landon Lavoie,#24 William St-Pierre,CAN Open,1
954,#21 Landon Lavoie,#86 Jakob Brissette,CAN Open,1
952,#35 Benjamin Jonkers,#7 Ferre Van Bogaert,BEL Open,1
42,#12 Stephanie Phillips,#3 Laura To,USA Women's,1
948,#22 Ywan Cohonner,#23 Raphael Lalonde-Landry,CAN Open,1
1084,#10 Angus Wicks,#3 Luke Prosser,AUS Open,1
1086,#22 Lucien Nöel,Callahan-goal,AUS Open,1
1268,#45 Theo McIntosh,#49 Jack Lewis,NZL Open,1
1223,#38 Cian Hypolite,#92 Ronan Callahan,IRL Open,1
1220,#13 Leon Monks,#34 Fionn Murray,IRL Open,1
1218,#44 Robbie O'Grady,#47 Joe Linehan,IRL Open,1
1216,#1 YUE HE,#23 QINGLI LIN,CHN Open,1
1214,#24 Dermot O'Sullivan,#53 Leo Cunningham,IRL Open,1
1207,#11 SHUQIAO GAO,#22 HONGCHI ZHANG,CHN Open,1
1206,#11 SHUQIAO GAO,#27 ZHIJIE WANG,CHN Open,1
1205,#17 Aaron Reilly,#22 Louis Stewart,IRL Open,1
1204,#1 YUE HE,#42 YIJIE SHENG,CHN Open,1
1202,#51 Ernest Van Mullem,#64 George Donnet,BEL Open,1
1201,#17 Louis Bétrancourt,#51 Ernest Van Mullem,BEL Open,1
1200,#23 Samir Boumalal,#7 Ferre Van Bogaert,BEL Open,1
1199,#51 Ernest Van Mullem,#9 Sofiene Bontemps,BEL Open,1
1198,#28 Romain Gadioux,#55 Kevin Doherty,IRL Open,1
1197,#24 Jérôme Deridder,#3 Stan Vanhecke,BEL Open,1
1196,#17 Louis Bétrancourt,#18 Nicolas Hoquez,BEL Open,1
1195,#31 Lars Vanderbeck,#66 Isaac Vande Weghe,BEL Open,1
1194,#42 Gaëtan Vanden Broeck,#50 Lander Decraene,BEL Open,1
1193,#18 Nicolas Hoquez,#20 paul Ofori,BEL Open,1
1192,#28 Romain Gadioux,#38 Cian Hypolite,IRL Open,1
1191,#34 Tavish Dempster,#49 Jack Lewis,NZL Open,1
1190,#13 Corentin Schiettecatte,#24 Jérôme Deridder,BEL Open,1
1189,#21 Arthur Moyersoen,#3 Stan Vanhecke,BEL Open,1
1188,#20 paul Ofori,#81 Aaron Vlieghe,BEL Open,1
1187,#10 Callum Shimmin,Callahan-goal,NZL Open,1
1186,#39 Arne Geernaert,#69 Maarten Vanlerberghe,BEL Open,1
1221,#1 Liel Yuijn Tanaka,#8 Lucas Bouchon,NED Open,1
1229,#22 Louis Stewart,#38 Cian Hypolite,IRL Open,1
1087,#12 YUCHEN HUA,#81 JIAYI HAN,CHN Open,1
1231,#53 Leo Cunningham,#94 Frankie Griffin,IRL Open,1
1267,#17 Adam Chung,#38 Hugo Swinson,NZL Open,1
1264,#45 Theo McIntosh,#55 Ronnie Readings,NZL Open,1
1263,#23 Sean Lemon,#8 Thomas Chapple,NZL Open,1
1261,#11 Louie Love-Parata,#46 Josh Holloway,NZL Open,1
1260,#47 Tomas Worden,Callahan-goal,NZL Open,1
1259,#23 Sean Lemon,#77 Blake Holloway,NZL Open,1
1258,#10 Callum Shimmin,#22 Shaedon Macfarlane,NZL Open,1
1257,#47 Tomas Worden,#52 Owen Sun,NZL Open,1
1256,#34 Tavish Dempster,#46 Josh Holloway,NZL Open,1
1255,#22 Shaedon Macfarlane,#55 Ronnie Readings,NZL Open,1
1254,#0 Luke Rabe,#43 Benjamin Swanson,NZL Open,1
1253,#1 YUE HE,#22 HONGCHI ZHANG,CHN Open,1
1251,#19 Matthew Whittaker,#38 Hugo Swinson,NZL Open,1
1250,#52 Owen Sun,#77 Blake Holloway,NZL Open,1
1249,#7 Nik Hodgman,#8 Thomas Chapple,NZL Open,1
1248,#11 Louie Love-Parata,#45 Theo McIntosh,NZL Open,1
1246,#38 Cian Hypolite,#44 Robbie O'Grady,IRL Open,1
1244,#13 Leon Monks,#24 Dermot O'Sullivan,IRL Open,1
1243,#8 Ross O'Donovan,#94 Frankie Griffin,IRL Open,1
1241,#23 Ben Runswick,#99 Patrick Kelly Bowen,IRL Open,1
1239,#47 Tomas Worden,#6 Josh Cooper,NZL Open,1
1238,#17 Adam Chung,#49 Jack Lewis,NZL Open,1
1237,#6 Josh Cooper,#7 Nik Hodgman,NZL Open,1
1235,#23 Ben Runswick,#44 Robbie O'Grady,IRL Open,1
1232,#11 Peter Shanahan,#53 Leo Cunningham,IRL Open,1
1185,#20 paul Ofori,#34 Wolf Oosterlinck,BEL Open,1
1183,#33 Tobe Decraene,#69 Maarten Vanlerberghe,BEL Open,1
1182,#23 Samir Boumalal,#39 Arne Geernaert,BEL Open,1
1181,#24 Jérôme Deridder,#51 Ernest Van Mullem,BEL Open,1
1132,#24 Dermot O'Sullivan,#38 Cian Hypolite,IRL Open,1
1130,#1 Tiernan Somers,Callahan-goal,AUS Open,1
1125,#23 Sean Lemon,#48 Hamish Forde,NZL Open,1
1123,#10 Angus Wicks,#23 Luke Bleeser,AUS Open,1
1120,#16 Oliver Loughnan,#88 Kelvin Du,AUS Open,1
1119,#22 Lucien Nöel,#28 Jono Keyes,AUS Open,1
1118,#17 Adam Chung,#19 Matthew Whittaker,NZL Open,1
1117,#17 Ethan Foggin,#22 Lucien Nöel,AUS Open,1
1116,#19 Alex Young,#9 Leon Ngo,AUS Open,1
1115,#38 Hugo Swinson,#46 Josh Holloway,NZL Open,1
1111,#38 Hugo Swinson,#39 Andrew Hislop,NZL Open,1
1110,#16 Oliver Loughnan,#56 Matthew Calder,AUS Open,1
1106,#22 Lucien Nöel,#8 Josh Philip,AUS Open,1
1105,#28 Jono Keyes,#8 Josh Philip,AUS Open,1
1104,#12 Noah Moss,#23 Luke Bleeser,AUS Open,1
1102,#23 Sjoerd Derks,#99 Tom Blasman,NED Open,1
1101,#44 Aäron Morsen,#6 Morris Witkam,NED Open,1
1100,#12 Noah Moss,#56 Matthew Calder,AUS Open,1
1099,#44 Aäron Morsen,#9 Benjamin Oort,NED Open,1
1097,#1 Tiernan Somers,#9 Leon Ngo,AUS Open,1
1096,#3 Luke Prosser,#8 Josh Philip,AUS Open,1
1095,#88 Kelvin Du,#9 Leon Ngo,AUS Open,1
1093,#61 Callum Faulkner,#88 Kelvin Du,AUS Open,1
1092,#1 Tiernan Somers,#20 Edmund Feng,AUS Open,1
1091,#10 Angus Wicks,#8 Josh Philip,AUS Open,1
1133,#12 Noah Moss,#8 Josh Philip,AUS Open,1
1135,#18 James French,#28 Jono Keyes,AUS Open,1
1137,#16 Oliver Loughnan,#17 Ethan Foggin,AUS Open,1
1155,#3 Stan Vanhecke,#7 Ferre Van Bogaert,BEL Open,1
1180,#18 Wiebe van den Brink,#22 Gijs Kamerbeek,NED Open,1
1178,#20 paul Ofori,#31 Lars Vanderbeck,BEL Open,1
1176,#17 Louis Bétrancourt,#33 Tobe Decraene,BEL Open,1
1175,#50 Lander Decraene,#51 Ernest Van Mullem,BEL Open,1
1174,#3 Stan Vanhecke,#33 Tobe Decraene,BEL Open,1
1172,#13 Corentin Schiettecatte,#9 Sofiene Bontemps,BEL Open,1
1169,#20 paul Ofori,#42 Gaëtan Vanden Broeck,BEL Open,1
1168,#42 Gaëtan Vanden Broeck,#81 Aaron Vlieghe,BEL Open,1
1167,#50 Lander Decraene,#61 Kamiel Van Mullem,BEL Open,1
1165,#64 George Donnet,#81 Aaron Vlieghe,BEL Open,1
1164,#3 Stan Vanhecke,#39 Arne Geernaert,BEL Open,1
1154,#34 Wolf Oosterlinck,#35 Benjamin Jonkers,BEL Open,1
1139,#10 Angus Wicks,#28 Jono Keyes,AUS Open,1
1153,#19 Alex Young,#4 Damon Prendergast,AUS Open,1
1151,#11 Coby Ryan,#22 Lucien Nöel,AUS Open,1
1150,#28 Jono Keyes,#38 Fraser Wigney,AUS Open,1
1149,#69 Maarten Vanlerberghe,#7 Ferre Van Bogaert,BEL Open,1
1148,#1 Tiernan Somers,#38 Fraser Wigney,AUS Open,1
1147,#33 Tobe Decraene,#66 Isaac Vande Weghe,BEL Open,1
1145,#22 Lucien Nöel,#38 Fraser Wigney,AUS Open,1
1144,#10 Angus Wicks,#17 Ethan Foggin,AUS Open,1
1143,#11 Coby Ryan,#20 Edmund Feng,AUS Open,1
1142,#12 Noah Moss,#16 Oliver Loughnan,AUS Open,1
1141,#10 Angus Wicks,#19 Alex Young,AUS Open,1
2624,#30 Tinka Gylling,#6 Ella Toivola,FIN Mixed,1
